id,name,address,phone,email,is_company,canonical_id
47856,Tammie Mayer,"Apt. 371 1875 Gusikowski Stravenue, Moenland, SC 28179",+11632122656,maire.larson@runolfsdottir-mclaughlin.example,False,47856
48386,Margery Gorczany,"Apt. 884 349 Renner Lane, East Darren, NC 30837",+19923755021,cletus@baumbach.test,False,48386
49547,Edris Kshlerin,"Suite 498 24711 Bechtelar Extensions, Ryanville, MO 46009-5812",+17475372209,leonore@gleason.test,False,49547
50512,Meghan Thiel,"125 Rodger Drive, Rogahnborough, VT 96988-4596",+16317657676,cristine@bayer.test,False,50512
50841,Lynwood Farrell,"594 Josue Summit, Lake Kelleyview, MO 77950-1151",+15233865679,chas@dickens.test,False,50841
49776,Broderick Dubuque,"Apt. 584 5614 Margarito Points, East Quintin, HI 69260",+12010878105,justina@walsh.example,False,49776
50714,Lynn Windler Do,"573 Hermann Alley, West Britt, CA 33273",+11871786648,sabrina_hegmann@greenfelder.test,False,50714
47819,Winnie Hagenes,"6064 Lillian Station, West Kurt, MD 71596",+12239065883,shani.wiegand@herzog.example,False,47819
50190,Jimmie O'Reilly Sr.,"Suite 347 6767 Luettgen Manors, New Mickeybury, AZ 77858-0357",+18960453277,tommie.king@ondricka.test,False,50190
48833,Dillon Lemke,"Suite 366 328 Hoeger Plaza, Wunschport, NE 57161-6736",+13624896635,loura@davis.test,False,48833
48929,Carlita Roberts,"Suite 692 7711 Dinah Lock, Jerrymouth, MN 21534-1654",+19904470641,eloy_morar@cormier.test,False,48929
50515,Amb. Mike Boehm,"876 Tamera Junctions, Port Felipe, DE 46268",+13117134637,librada.halvorson@haag-collins.example,False,50515
50818,Justina Cruickshank,"Apt. 837 7778 Gerardo Track, New Pearle, NV 50920-7935",+17998088895,flor@mueller.example,False,50818
48211,Tenesha Jaskolski,"Apt. 194 217 Pfeffer Route, Port Stacyland, SC 14402",+17870080962,heide@johnston-ebert.example,False,48211
47784,Lavern Langosh,"24264 Brian Port, Yundtbury, NE 87859-8277",+17946248498,lee@marvin.example,False,47784
48316,Terrence Lind,"Suite 479 7153 Barrows Lodge, Croninview, MO 64468",+13819384031,omer_shanahan@quigley.example,False,48316
50279,Ms. Maurice Frami,"33679 Corrine Vista, North Elliott, DE 83059-3440",+18738031176,season@cole-mccullough.example,False,50279
47994,Cole Wisoky,"Suite 849 8445 Natasha Valley, Mitsuemouth, NY 02545",+16059821605,danyelle@doyle.test,True,47994
49048,Josette Upton V,"Apt. 857 56610 Mitchell Extensions, Port Jasmin, KS 13603-3355",+14438782303,molly_crist@collins.test,False,49048
50425,Felipa Prosacco,"Apt. 687 3527 Rosenbaum Stravenue, Morarmouth, SD 04680",+19736398226,ronald@pollich.test,False,50425
49954,Vince Mann,"Suite 605 7516 Lubowitz Streets, Henriettaland, TN 99255-1532",+14874138622,hector_weber@veum.example,True,49954
48487,Guy Will,"726 Selena Glens, North Monty, MS 65316",+14672126104,armandina@tremblay.test,False,48487
48036,Barney Heaney,"Suite 456 941 Watsica Burgs, Lake Aundreaburgh, AK 41973",+14011627662,jose_nader@mraz.example,False,48036
47789,Arlen Tremblay Md,"Suite 447 56496 Ardell Manors, Lake Delisafort, PA 40424",+14757245968,leroy.harvey@donnelly.example,False,47789
47711,Antone Ortiz,"204 Marks Squares, East Debby, TX 44696",+19281393891,andreas_berge@abbott.test,False,47711
50462,Kurt Little,"20029 Mosciski Mount, Kohlerfort, AL 22806-1846",+15062897625,jean_raynor@kutch.example,False,50462
48175,Colin Kunde,"743 Drusilla Stream, Port Colemanside, IN 14927",+17300831410,myrtie.legros@zulauf-skiles.example,True,48175
48156,Fritz Hickle,"957 Stefan Wells, East Shermantown, MA 86668",+19654053620,amos@mertz.test,False,48156
49214,Ashley Mante Jd,"2821 Santos Hills, Edisonview, MO 11225",+13752605580,juliette@stanton.test,False,49214
47975,Tai Robel,"Suite 522 5603 Rodriguez Meadows, Ferrymouth, NJ 87530-0344",+18780998470,thaddeus.wiegand@raynor-doyle.example,False,47975
48890,Deon Borer,"699 Laci Trail, Waelchiborough, CO 87242",+18974191213,lanelle.emard@stoltenberg-little.example,False,48890
49317,Herschel Rogahn,"911 Halvorson Divide, Fumikomouth, NE 79817-9980",+12233538060,patty@okon.test,False,49317
50343,Jenice Considine,"251 Corkery Key, East Althafurt, OR 26264",+11810789059,sadie_vandervort@kessler.test,True,50343
49422,Ms. Gilberto Hansen,"21832 Abernathy Forge, Trompchester, WI 89456-0776",+11612887077,hershel_blanda@mclaughlin.example,False,49422
48002,Miss Sharilyn Stokes,"Apt. 653 972 Jacquetta Wall, Lake Sidney, CT 17257",+18919893235,emiko.macgyver@kulas.test,False,48002
49474,Cordell Hauck,"Apt. 199 49497 Schuppe Overpass, South Joselyn, MO 56371",+13679474785,olimpia@schowalter.example,True,49474
48297,Lona Wisozk,"Suite 776 89215 Noble Estates, Brekkefurt, LA 09832-5834",+12165841282,tennie.crooks@hessel.test,False,48297
51123,Gov. Dan Daugherty,"6821 Sabina Squares, Willchester, IA 66722-6455",+13049561817,maura.bernhard@towne-lynch.test,False,51123
48581,Arturo Kuphal,"Apt. 639 7164 Paucek Prairie, North Silva, AZ 91065",+16179885156,mikel_daniel@hills.example,False,48581
47686,Roosevelt Gutmann,"Apt. 674 67502 Ruecker Plaza, South Quyenburgh, KY 26670",+18137102703,shellie@oconnell.example,False,47686
48663,Msgr. Will Nicolas,"7808 Marcela Stream, Nitzschechester, SD 10189-4272",+14927873327,norman.paucek@gutkowski-wiegand.test,True,48663
49590,Maria Walker,"Apt. 834 69641 Taren Crest, New Fletcherstad, CA 72702-8051",+11578156251,andrew@lesch.test,False,49590
49328,Edyth Muller,"73989 Howell Streets, Gottliebfurt, NE 32959-0968",+15086245307,dot@fritsch.example,False,49328
50604,Mariel Breitenberg,"Apt. 599 11579 Farah Brooks, Catriceside, AL 98839-0677",+14198044107,rene@cole-runte.test,False,50604
50030,Dwana Pfannerstill,"4239 Thiel Lodge, South Haileyfort, MO 77801-3262",+19819758056,merlyn_herzog@hills.example,False,50030
48399,Misha Lakin,"6755 Schmidt Turnpike, East Percy, RI 78458-7384",+13839970242,mitchell.ferry@kuhn.example,False,48399
48731,Noe Davis,"3504 Rudy Run, Port Neilport, WA 22402-6389",+12668280100,toby@cole.example,False,48731
49330,Anton Moen,"58489 Ike Motorway, New Stewart, MD 59141-8555",+19150293199,harold@auer.test,False,49330
50970,Kirk Murphy,"Apt. 389 28484 Hansen Creek, North Andrea, CO 78882",+14240117868,eugenie_sporer@prosacco.test,False,50970
50181,Demetrius Ruecker,"690 Lowe Corner, New Geoffrey, KY 66652-6902",+16629679633,violet@mosciski-predovic.example,False,50181
49821,Cyril Schaefer,"Suite 254 25610 Rempel Passage, Ratkeville, AK 20095-4585",+13688116617,cicely@konopelski-mccullough.test,False,49821
50601,Pete Kemmer,"Suite 843 5199 Maggio Courts, Port Mayraland, WY 49510",+14998195722,brandi@strosin.test,False,50601
47918,Nisha Christiansen Lld,"56689 Morgan Oval, West Todburgh, ID 82464-7304",+11302968868,jewel@mohr.test,True,47918
49681,Jeffry Towne,"Apt. 908 45260 Teresia Plains, Hilariofort, SC 80857-8899",+15955728067,burt_welch@halvorson-vonrueden.example,False,49681
