id,user_id,book_id,quantity,unit_price,timestamp,shipping,paid_price,year,month,day
80941,47864,21550,1,80.4,2025-01-11 21:50:11+00:00,Unknown,80.4,2025,1,11
81245,47864,22052,2,32.39,2024-03-27 07:46:55.055000+00:00,Unknown,64.78,2024,3,27
78477,48918,21367,1,30.0,2025-06-29 23:17:51+00:00,Unknown,30.0,2025,6,29
86303,48092,21724,1,18.0,2024-11-06 09:29:00+00:00,Unknown,18.0,2024,11,6
81990,48418,21441,1,24.99,2024-09-16 15:05:39+00:00,Unknown,24.99,2024,9,16
82785,50265,21459,2,41.5,2024-06-29 00:13:48.016000+00:00,Unknown,83.0,2024,6,29
84594,49429,21598,1,19.99,2024-07-06 15:27:00+00:00,Unknown,19.99,2024,7,6
86155,49965,21752,1,61.99,2025-01-08 11:28:42+00:00,Unknown,61.99,2025,1,8
82478,50188,21587,1,69.5,2024-11-08 02:05:08.703000+00:00,Unknown,69.5,2024,11,8
80811,50433,21899,1,80.39,2024-08-18 04:51:52+00:00,Unknown,80.39,2024,8,18
80319,48403,21729,1,44.99,2025-02-22 21:01:00+00:00,"605 Durgan Corner, New Marcos, PA 20319-6778",44.99,2025,2,22
81678,50160,21892,1,24.5,2025-01-31 15:55:19+00:00,Unknown,24.5,2025,1,31
78241,50620,21794,2,32.25,2025-02-11 03:33:23+00:00,Unknown,64.5,2025,2,11
78614,47795,21803,1,49.5,2025-01-22 21:29:50+00:00,Unknown,49.5,2025,1,22
84345,50838,21832,1,32.5,2025-03-21 22:09:00+00:00,Unknown,32.5,2025,3,21
80911,49908,21881,1,63.5,2024-08-27 08:15:41.056000+00:00,Unknown,63.5,2024,8,27
79692,49610,21675,1,18.5,2024-11-04 01:47:03+00:00,Unknown,18.5,2024,11,4
81095,50016,21374,1,86.39,2025-07-21 22:40:41+00:00,Unknown,86.39,2025,7,21
79587,49751,21339,4,65.0,2024-12-04 16:03:00+00:00,Unknown,260.0,2024,12,4
82696,50196,21584,1,52.5,2024-11-06 16:05:16+00:00,Unknown,52.5,2024,11,6
83541,50147,21816,2,70.5,2025-03-06 11:45:28+00:00,"Suite 772 5259 Ozie Summit, Cummerataview, IN 87860",141.0,2025,3,6
77673,50860,21475,1,26.0,2025-04-16 08:36:11+00:00,Unknown,26.0,2025,4,16
85884,49197,21976,1,34.8,2024-09-05 07:02:00+00:00,Unknown,34.8,2024,9,5
82744,50498,21491,1,30.0,2024-09-10 08:57:54+00:00,Unknown,30.0,2024,9,10
80411,48273,22026,2,57.5,2024-12-07 13:50:00+00:00,Unknown,115.0,2024,12,7
80497,48726,21543,1,63.9,2025-04-10 15:29:22+00:00,Unknown,63.9,2025,4,10
83693,50758,21777,1,37.8,2025-02-05 16:14:04+00:00,Unknown,37.8,2025,2,5
86357,49125,21573,2,28.0,2024-08-24 10:30:57+00:00,"78346 Edmundo Heights, Huelshire, VA 41518-0607",56.0,2024,8,24
83599,47733,22055,1,55.5,2024-08-24 08:24:59+00:00,Unknown,55.5,2024,8,24
85921,48883,22033,1,48.75,2024-04-02 15:37:20.585000+00:00,Unknown,48.75,2024,4,2
